Spalte3,A,A2,B,B2,C,C2,Insgesamt,Spalte1,Spalte2,Spalte22,Spalte23,Spalte24,Spalte25,Spalte26,SIN -120,SIN,SIN  +120,FA,Unnamed: 19,FB,Unnamed: 21,FC,Unnamed: 23,FX,FY
74,0.1135475018340151,2.559119716803517,-0.2740877200883753,-0.8222699334263482,0.1293665137663525,-1.060863591330079,81.68140899333463,,209032504251134176,,,,-86652832889569248,4.933333333333334,0.8829475928589273,-0.8480480961564262,-0.03489949670249953,,-177269617264984384,,,,3024140255691765,,
76,0.192482638009168,2.611700339133589,-0.2099446321657542,-0.7031720317410934,0.02407868687036313,-1.118595357783636,81.68140899333463,,213327363568800704,,,,-91368444917170160,5.066666666666666,0.6156614753256598,-0.9902680687415701,0.37460659341591224,,-211251276331007072,,,,-34227221896130536,,
78,0.2403370930942606,2.665618624630579,-0.1149977946923721,-0.624786809958787,-0.1133999141914795,-1.107211967803565,81.68140899333463,,217731485098699712,,,,-90438633584477440,5.2,0.24192189559966906,-0.9612616959383194,0.7193398003386504,,-209296936625145024,,,,-65056108625558368,,
80,0.28424916964397,2.70340571753021,-0.003338550105800186,-0.6043938120854756,-0.2349607556884728,-1.022355043452297,81.68140899333463,,22081798808850436,,,,-83507400440624896,5.333333333333333,-0.1736481776669278,-0.7660444431189801,0.9396926207859077,,-16915639271591190,,,,-78471287975069072,,
82,0.3353478867326263,2.753368669616994,0.1067277511034516,-0.6220544763600125,-0.295216349795169,-0.8649496115662179,81.68140899333463,,224899032412419008,,,,,5.466666666666667,-0.5591929034707481,-0.43837114678907824,0.9975640502598242,,-98589246750386192,,,,,,
84,0.3658084766390641,2.826370925948685,0.2078623782379973,-0.7051781429330967,-0.2586252895885107,-0.7069606249140107,81.68140899333463,,230861959569284032,,,,,5.6,-0.8480480961564262,-0.034899496702503086,0.8829475928589274,,-8056966196721629,,,,,,
86,0.3542962311776178,2.899714195397151,0.2706702774830554,-0.8251807907471069,-0.1340236611600523,-0.5851828873061219,81.68140899333463,,236852741158012864,,,,,5.733333333333333,-0.9902680687415701,0.37460659341590896,0.6156614753256601,,88726598506423248,,,,,,
88,0.3173279311900727,2.937335484311031,0.2549118772857011,-0.9830418527202018,0.01975449387794156,-0.5658408737311672,81.68140899333463,,239925701044643904,,,,,5.866666666666666,-0.9612616959383194,0.719339800338648,0.24192189559967103,,172588105885564288,,,,,,
90,0.2907663163987295,2.970500299714491,0.1554566825275509,-1.109914679259603,0.1528074308850849,-0.6257826865161942,81.68140899333463,,242634649895802336,,-90659394864309216,,,6,-0.7660444431189779,0.9396926207859077,-0.1736481776669293,,228001990054057664,,69449125652333280,,,,
92,0.2736458483343831,2.986978292048397,-0.006564773650371789,-1.158070170255764,0.2242998461440252,-0.7381320553652274,81.68140899333463,,243980595527016672,,-94592803219641392,,,6.133333333333334,-0.4383711467890751,0.9975640502598242,-0.5591929034707479,,243386271058734688,,41466755625387512,,,,
94,0.2519716359864239,3.036176543043843,-0.1621518489442444,-1.11656890479163,0.2390393349229696,-0.8717131401463654,81.68140899333463,,247999177988332768,,-9120292138152484,,,6.266666666666667,-0.03489949670249953,0.8829475928589274,-0.8480480961564261,,218970277235791104,,318293605401285,,,,
96,0.1941776704030563,3.075613938522906,-0.2652192949851855,-0.9863147194262443,0.2003641748142858,-0.9830026942248183,81.68140899333463,,251220480018089728,,,,,6.4,0.37460659341591224,0.6156614753256601,-0.9902680687415701,,154666771359957632,,,,,,
98,0.1126165477932736,3.09238937700342,-0.272897608669448,-0.832484906620072,0.1309029396160483,-1.07133702924355,81.68140899333463,,25259072146965960,,,,-8750831805534651,6.533333333333333,0.7193398003386504,0.24192189559967103,-0.9612616959383194,,6110722614882857,,,,8411839422259225,,
100,0.03755175577329753,3.080059560493159,-0.2098563904069345,-0.7049969806097555,0.02441144001183741,-1.121129797118417,81.68140899333463,,251583604684471488,,,,-91575461493043120,6.666666666666667,0.9396926207859089,-0.1736481776669293,-0.766044443118978,,-43687034484335616,,,,70150873402801632,,
102,0.28573292429102,-0.874719058336435,-0.1159527235072731,-0.6313517525841949,-0.1143493493669217,-1.114090234677103,81.68140899333463,,,,,,-91000460114140368,6.8,0.9975640502598242,-0.5591929034707449,-0.43837114678907846,,,,,,39891976058569504,,
104,0.2260572450820547,-1.028634189393818,-0.005087361241465282,-0.6102632095609653,-0.2367482021888531,-1.028514216329015,81.68140899333463,,-84020289928403024,,,,-84010490359428912,6.933333333333334,0.8829475928589258,-0.8480480961564261,-0.03489949670249978,,71253246912293128,,,,2931923831274279,,
106,0.1050618049208085,-1.111796043968433,0.1067924554718553,-0.6293466982922237,-0.2949809133208957,-0.872481191846897,81.68140899333463,,-90813067384556784,,,,,7.066666666666666,0.6156614753256601,-0.9902680687415697,0.37460659341590874,,89929280855403072,,,,,,
108,-0.03189867979809956,-1.115109743955282,0.2030900598035039,-0.6987196649210354,-0.2632570957946078,-0.7007740808017763,81.68140899333463,,-91083735068463888,,,,,7.2,0.2419218955996676,-0.9612616959383194,0.7193398003386503,,87555305644308176,,,,,,
110,-0.1386634600959746,-1.060989225156516,0.2656455079328796,-0.8215784504940241,-0.1388239120806097,-0.5815924990414307,81.68140899333463,,-86663094837530096,,,,,7.333333333333333,-0.1736481776669293,-0.7660444431189803,0.9396926207859075,,66387782223783120,,,,,,
112,-0.2144562726208009,-0.9760642944302641,0.2506325504060543,-0.9822970480655036,0.01567602770664764,-0.5653749987034236,81.68140899333463,,,,,,,7.466666666666667,-0.5591929034707479,-0.43837114678907846,0.9975640502598242,,,,,,,,
114,-0.2499459347584593,-0.8621578976464286,0.1520437164942642,-1.10729710846019,0.1493560361015954,-0.6235619610309313,81.68140899333463,,,,-9044558799327360,,,7.6,-0.8480480961564261,-0.03489949670250333,0.8829475928589275,,,,7670220870344418,,,,
116,-0.2406371028981149,-0.7515360427928787,-0.009245728942060397,-1.170753175267838,0.2215699891403516,-0.7512908698203984,81.68140899333463,,,,-95628768939296800,,,7.733333333333333,-0.9902680687415701,0.37460659341590874,0.6156614753256602,,,,94698116333651296,,,,
118,-0.1620841629446384,-0.6255904553601273,-0.163587289940099,-1.109233634575966,0.2377116104389189,-0.8646738895829031,81.68140899333463,,,,-90603766174962080,,,7.866666666666666,-0.9612616959383194,0.7193398003386479,0.24192189559967128,,,,87093929931742992,,,,
120,-0.03212333198908022,-0.5729107290029568,-0.2666501383471466,-0.9887098188405215,0.1992047091386042,-0.9856083718319861,81.68140899333463,,,,,,,8,-0.766044443118978,0.9396926207859075,-0.17364817766692905,,,,,,,,
122,0.1300253700651129,-0.5867912392931839,-0.2735934127615524,-0.826148012398819,0.1302007701610988,-1.065175827646218,81.68140899333463,,,,,,-87005062427783792,8.133333333333333,-0.43837114678907846,0.9975640502598245,-0.5591929034707448,,,,,,48652613475645824,,
124,0.2528580603660547,-0.7098363980765352,-0.212758960818846,-0.7076015777932894,0.02164968659666909,-1.123890685093671,81.68140899333463,,,,,,-91800974712935120,8.266666666666667,-0.03489949670249978,0.8829475928589275,-0.8480480961564258,,,,,,77851641830608816,,
126,0.2867485141036834,-0.8717038630178378,-0.1148832219909725,-0.6283516203588007,-0.1132960148848092,-1.111472392869636,81.68140899333463,,,,,,-90786631106784560,8.4,0.374606593415912,0.6156614753256602,-0.9902680687415701,,,,,,89903101853668896,,
128,0.2251224365939996,-1.026256165934156,-0.006103330766765358,-0.6076324686502493,-0.237849234997037,-1.026436165377508,81.68140899333463,,-83826049621598800,,,,-83840752229749632,8.533333333333333,0.7193398003386503,0.24192189559967128,-0.9612616959383196,,-20279356825089288,,,,80592903677113584,,
130,0.1025629799826951,-1.113612709382676,0.1046166138585016,-0.6301768748875808,-0.2973595505886692,-0.8736736848249478,81.68140899333463,,-90961455175261360,,,,,8.666666666666666,0.9396926207859075,-0.17364817766692556,-0.7660444431189805,,15795290929115870,,,,,,
132,-0.02883647703252575,-1.125125484415532,0.2060532097590631,-0.7085921061319419,-0.2603078589572712,-0.7110288918411174,81.68140899333463,,-91901834861368656,,,,,8.8,0.997564050259824,-0.5591929034707477,-0.43837114678907546,,51390853870417920,,,,,,
134,-0.1388399931435352,-1.067480872083761,0.265524180090597,-0.8280478173682895,-0.138882219974473,-0.5881711647897295,81.68140899333463,,-87193341705235120,,,,,8.933333333333334,0.8829475928589259,-0.8480480961564258,-0.034899496702500026,,73944147430641328,,,,,,
136,-0.2091515076098888,-0.9847200412689106,0.25735220924164,-0.9869480160592837,0.0221786677562639,-0.5698617788628217,81.68140899333463,,,,,,,9.066666666666666,0.6156614753256602,-0.9902680687415696,0.3746065934159085,,,,,,,,
138,-0.2469407411782141,-0.867362744598452,0.1553822071484249,-1.110729888039335,0.1528956355519365,-0.6268648037897584,81.68140899333463,,,,-90725982266061296,,,9.2,0.24192189559967128,-0.9612616959383206,0.7193398003386501,,,,-21948601609947708,,,,
140,-0.2327676831146913,-0.7441725150133692,-0.0009527359589604614,-1.163515643505607,0.2299180493225137,-0.7439164522115193,81.68140899333463,,,,-95037597147323840,,,9.333333333333334,-0.17364817766693255,-0.7660444431189781,0.9396926207859086,,,,16503105554476852,,,,
142,-0.1598631580665475,-0.6320699958816849,-0.161121105603812,-1.115394570522973,0.2399000161626102,-0.8711827294803214,81.68140899333463,,,,-91107000103831536,,,9.466666666666667,-0.5591929034707477,-0.4383711467890787,0.997564050259824,,,,50946387914571264,,,,
144,-0.03174921711788874,-0.5672978482156098,-0.2661477320176618,-0.9843911136372683,0.1996364452904162,-0.9812544003219451,81.68140899333463,,,,,,,9.6,-0.8480480961564258,-0.03489949670250358,0.8829475928589277,,,,,,,,
146,0.129902226851974,-0.5823093913380889,-0.2733437784265976,-0.8222466596229079,0.1303536721967785,-1.061522314314175,81.68140899333463,,,,,,-86706638311046832,9.733333333333333,-0.9902680687415701,0.3746065934159085,0.6156614753256576,,,,,,-53381936863107280,,
148,0.2542524644534918,-0.7121929258155466,-0.2110746983668816,-0.7102002823709954,0.0232363524796915,-1.126679858436728,81.68140899333463,,,,,,-92028798321522080,9.866666666666667,-0.9612616959383186,0.7193398003386501,0.24192189559966462,,,,,,-22263781339701856,,
150,0.2847287977422766,-0.8787785758746837,-0.1167341268012704,-0.6356205240821096,-0.1150603696632626,-1.118723622845721,81.68140899333463,,,,,,-91378921788166288,10,-0.7660444431189781,0.9396926207859086,-0.17364817766692883,,,,,,15867783245683894,,
152,0.2268877588497781,-1.025313528815626,-0.004210697273710599,-0.6065713247288599,-0.2361573160225939,-1.025530537221968,81.68140899333463,,-83749053693587840,,,,-83766779245981104,10.133333333333333,-0.4383711467890787,0.9975640502598245,-0.5591929034707475,,-83545045208003008,,,,46841788500953320,,
154,0.1056546569197247,-1.115620696029791,0.1073404785256949,-0.6322878547159846,-0.2946339750111966,-0.8761133013554199,81.68140899333463,,-91125470353837920,,,,,10.266666666666667,-0.03489949670249647,0.8829475928589243,-0.8480480961564276,,-80459014697058464,,,,,,
156,-0.03456391106946145,-1.127700345002812,0.2003821487601188,-0.7110639975013854,-0.2657212748528327,-0.7135692330724496,81.68140899333463,,-92112153102099088,,,,,10.4,0.3746065934159118,0.6156614753256576,-0.9902680687415701,,-56709904074261176,,,,,,
158,-0.141463910721011,-1.072129037155932,0.2630413361333246,-0.8312509605386879,-0.1411295938375256,-0.5918015830722235,81.68140899333463,,-87573010377563584,,,,,10.533333333333333,0.7193398003386501,0.24192189559966462,-0.9612616959383187,,-21185828673909284,,,,,,
160,-0.2135088662438527,-0.990350513185228,0.2531388396523335,-0.9928435965564471,0.01784687132463387,-0.5760949064317505,81.68140899333463,,,,,,,10.666666666666666,0.9396926207859062,-0.17364817766692883,-0.7660444431189806,,,,,,,,
162,-0.2484454418024019,-0.8706625413429,0.1539206591135701,-1.114970590982993,0.1513641836814476,-0.631473616844864,81.68140899333463,,,,-91072368857621632,,,10.8,0.9975640502598245,-0.5591929034707475,-0.4383711467890789,,,,-90850521144365744,,,,
164,-0.2347492090099391,-0.7456658849934295,-0.003648235867753413,-1.165423981493874,0.2272642187701076,-0.7463218065669703,81.68140899333463,,,,-95193472883041248,,,10.933333333333334,0.8829475928589277,-0.8480480961564276,-0.03489949670250027,,,,-84050847737962880,,,,
166,-0.1611836759735343,-0.6248152234154131,-0.1625437954493649,-1.108325896366677,0.2386202095544014,-0.8640242770185738,81.68140899333463,,,,-90529620839030176,,,11.066666666666666,0.6156614753256632,-0.9902680687415701,0.3746065934159083,,,,-55735599926430216,,,,
168,-0.03282902785260688,-0.5710124217379361,-0.2674729649259677,-0.9888025921579543,0.1985007217747421,-0.9859409395217674,81.68140899333463,,,,,,,11.2,0.2419218955996715,-0.9612616959383187,0.71933980033865,,,,,,,,
170,0.1294072654028009,-0.585425483769546,-0.2740336752457693,-0.8251046581561009,0.1298083373797293,-1.064462399194027,81.68140899333463,,,,,,-86946788586592976,11.333333333333334,-0.17364817766692883,-0.766044443118976,0.9396926207859086,,,,,,-81703255635853888,,
172,0.250390222945807,-0.7099888853985775,-0.2149568346689302,-0.7075030560350802,0.0192919571038149,-1.124186455273565,81.68140899333463,,,,,,-91825133637966736,11.466666666666667,-0.5591929034707416,-0.4383711467890789,0.9975640502598245,,,,,,-91601452227539760,,
174,0.2869813953994596,-0.8789521455041276,-0.1145816645631435,-0.6354601031167687,-0.1129995746603423,-1.118821773367064,81.68140899333463,,,,,,-91386938861042768,11.6,-0.8480480961564238,-0.03489949670250027,0.8829475928589278,,,,,,-80689877686103712,,
176,0.232721979118717,-1.035060005555262,0.001843906444255093,-0.615940332127068,-0.2300665249629143,-1.034900806064529,81.68140899333463,,-84545159646402400,,,,-84532156007687744,11.733333333333333,-0.9902680687415691,0.3746065934159083,0.6156614753256634,,-31671174244942920,,,,-52043191880152176,,
178,0.1101149594156641,-1.120021089649395,0.1118384309094942,-0.6366213382875547,-0.2903773778346265,-0.8805599196245998,81.68140899333463,,-91484900704812128,,,,,11.866666666666667,-0.9612616959383187,0.7193398003386549,0.24192189559966484,,-65808730207001224,,,,,,
180,-0.02983848267879059,-1.132980277008762,0.2053540142469465,-0.7157230819184068,-0.2609288825685928,-0.7184804339787325,81.68140899333463,,-92543425387734080,,,,,12,-0.7660444431189806,0.9396926207859086,-0.17364817766692858,,-86962373939105040,,,,,,
182,-0.1380734555841941,-1.075527969215305,0.2662736307117249,-0.8351113058828329,-0.1381414577818547,-0.5958575374719262,81.68140899333463,,-87850639937245536,,,,,12.133333333333333,-0.4383711467890853,0.9975640502598245,-0.5591929034707414,,-87636640193716160,,,,,,
184,-0.2083081380058728,-0.9956015855374297,0.2584736991518258,-0.9977732573283573,0.02296443253484779,-0.5810750221797828,81.68140899333463,,,,,,,12.266666666666667,-0.03489949670250027,0.8829475928589244,-0.8480480961564275,,,,,,,,
186,-0.2484544791690654,-0.8796130189672172,0.1541109492112466,-1.123286719665597,0.1513825126649178,-0.6401250087909882,81.68140899333463,,,,-91751641965786272,,,12.4,0.3746065934159083,0.6156614753256578,-0.99026806874157,,,,-34370770037119288,,,,
188,-0.2350465965808426,-0.7595862466914481,-0.003149942254465487,-1.178637991904997,0.2273584055773419,-0.7595913403456869,81.68140899333463,,,,-96272811871874112,,,12.533333333333333,0.71933980033865,0.24192189559966484,-0.9612616959383187,,,,-69252865269954336,,,,
190,-0.1575703748961262,-0.6390262535090515,-0.1587473434651136,-1.122183303701796,0.2425808912829484,-0.8782207902115796,81.68140899333463,,,,-91661513395157360,,,12.666666666666666,0.9396926207859062,-0.17364817766692858,-0.7660444431189808,,,,-86133647747497872,,,,
192,-0.02888769496168335,-0.5839315615684306,-0.2630160421114003,-1.000442986324157,0.2025719981062469,-0.9979136009212785,81.68140899333463,,,,-81717592740455984,,,12.8,0.9975640502598245,-0.5591929034707472,-0.4383711467890791,,,,-81518532791652112,,,,
194,0.1329130853650264,-0.5999605188882446,-0.2702585776910128,-0.8394708648891914,0.1332436407137693,-1.0792381177119,81.68140899333463,,,,,,-881536900940223.2,12.933333333333334,0.8829475928589278,-0.8480480961564275,-0.03489949670250051,,,,,,30765194167495.84,,
